,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
619,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/300992579/,Москва,sale,flat,4,34,2,87.9,-1,0,32500000,Аэропорт,Кочновский проезд,4к2,Гражданская,Аэробус
620,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301799229/,Москва,sale,flat,5,23,2,63.0,-1,0,33225000,Хорошево-Мневники,Шелепихинская набережная,40к2,Шелепиха,Sydney City
621,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300192215/,Москва,sale,flat,40,44,2,65.0,-1,0,32990000,Хорошево-Мневники,Шелепихинская набережная,40к1,Шелепиха,Sydney City
622,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/291207212/,Москва,sale,flat,9,26,2,63.0,-1,0,33499000,Хорошевский, Зорге,9к1,Зорге,Рихард
623,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300289683/,Москва,sale,flat,18,48,2,64.0,-1,0,33500000,Даниловский,Дубининская ,59А,Павелецкая,Павелецкая Сити
624,Cristall Realty,real_estate_agent,https://www.cian.ru/sale/flat/298833137/,Москва,sale,flat,2,12,2,63.0,-1,0,33500000,Аэропорт, Черняховского,19,Аэропорт,Черняховского 19
625,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/296712419/,Москва,sale,flat,4,5,2,75.0,-1,0,34000000,Басманный,Нижняя Красносельская ,35С23,Бауманская,TriBeCa APARTMENTS
626,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301432811/,Москва,sale,flat,20,22,2,56.8,-1,0,34500000,Гагаринский, Вавилова,56,Академическая,
627,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/297812267/,Москва,sale,flat,22,22,2,93.5,-1,0,34900000,Хорошевский,1-я Магистральная ,25,Хорошёвская,Сити-комплекс Мята
628,GLINCOM,official_representative,https://www.cian.ru/sale/flat/297952301/,Москва,sale,flat,2,6,2,90.0,-1,0,34900000,Алексеевский,проспект Мира,102к2,Алексеевская,Парк Мира
629,Арт-Юниор,real_estate_agent,https://www.cian.ru/sale/flat/300754226/,Москва,sale,flat,3,8,2,66.0,-1,0,35000000,Дорогомилово,Кутузовский проспект,23К1,Москва-Сити,
630,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/288162001/,Москва,sale,flat,22,24,2,66.0,-1,0,35500000,Хорошево-Мневники, Народного Ополчения,11,Народное Ополчение,Wellton park
631,TWEED,real_estate_agent,https://www.cian.ru/sale/flat/282592114/,Москва,sale,flat,2,7,2,45.5,-1,0,35500000,Замоскворечье,Шлюзовая набережная,2А,Павелецкая,IM на Садовом
632,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301323105/,Москва,sale,flat,12,14,2,51.0,-1,0,36000000,Раменки,проспект Генерала Дорохова,39к1,Минская,Собрание клубных домов West Garden
633,Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/300861831/,Москва,sale,flat,5,15,2,52.0,-1,0,36000000,Аэропорт,Ленинградский проспект,36с38,,ВТБ Арена парк
634,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300484470/,Москва,sale,flat,4,11,2,79.0,-1,0,36500000,Преображенское,Краснобогатырская ,90С1,Преображенская площадь,Наследие
635,Авеню-Мск,real_estate_agent,https://www.cian.ru/sale/flat/299932467/,Москва,sale,flat,2,4,2,42.9,-1,0,36500000,Пресненский,Большая Никитская ,24/1С1,Арбатская,
636,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301388264/,Москва,sale,flat,9,22,2,71.2,-1,0,37500000,Сокольники,проезд Попов,4,Электрозаводская,
637,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/299717407/,Москва,sale,flat,14,24,2,59.0,-1,0,37500000,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы
638,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299232358/,Москва,sale,flat,37,47,2,66.4,-1,0,37500000,Бутырский,Новодмитровская ,2к6,Дмитровская,Савеловский Сити
639,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300019726/,Москва,sale,flat,11,13,2,80.0,-1,0,37500000,Преображенское,Краснобогатырская ,90С22,Преображенская площадь,Наследие
640,Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/301734707/,Москва,sale,flat,10,20,2,38.9,-1,0,38000000,Пресненский,Мантулинская ,9к1,Деловой центр,City Park
641,Aptera estate,real_estate_agent,https://www.cian.ru/sale/flat/300270099/,Москва,sale,flat,1,9,2,60.0,-1,0,38000000,Хамовники,Малый Левшинский переулок,5,Парк Культуры,
642,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/301589259/,Москва,sale,flat,9,14,2,65.0,-1,0,38000000,Филевский парк,Большая Филевская ,3к1,Фили,Западный порт
643,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/300561404/,Москва,sale,flat,8,20,2,75.5,-1,0,38500000,Алексеевский,Новоалексеевская ,16К5,Алексеевская,Серебряный фонтан
644,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/301404169/,Москва,sale,flat,3,14,2,44.0,-1,0,38500000,Раменки,проспект Генерала Дорохова,39к1Б,Минская,Собрание клубных домов West Garden
645,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/297744464/,Москва,sale,flat,29,33,2,78.2,-1,0,38500000,Хорошево-Мневники,Причальный проезд,10,Шелепиха,Level Причальный
646,Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/301734687/,Москва,sale,flat,7,14,2,68.9,-1,0,38876000,Раменки,проспект Генерала Дорохова,39к1В,Минская,Собрание клубных домов West Garden
647,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/291044414/,Москва,sale,flat,5,5,2,94.6,-1,0,39000000,Красносельский,Сретенский бульвар,6/1С1,Тургеневская,
648,Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/sale/flat/299981939/,Москва,sale,flat,13,15,2,74.6,-1,0,39800000,Раменки,Винницкая ,8к4,Раменки,Настоящее
649,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/298987488/,Москва,sale,flat,6,16,2,69.0,-1,0,39500000,Беговой,Северный ао,К2,Белорусская,Слава ЖК
650,Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/sale/flat/295656889/,Москва,sale,flat,17,28,2,60.9,-1,0,39500000,Филевский парк, Василисы Кожиной,13,Парк Победы,Квартал апартаментов Match Point
651,MadeState,real_estate_agent,https://www.cian.ru/sale/flat/301680801/,Москва,sale,flat,2,16,2,59.3,-1,0,40000000,Хамовники,Фрунзенская набережная,50,Спортивная,
652,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/298723575/,Москва,sale,flat,4,6,2,68.0,-1,0,39900000,Пресненский,Шмитовский проезд,39к8,Шелепиха,Headliner
653,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300618922/,Москва,sale,flat,39,41,2,56.9,-1,0,41000000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
654,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301458390/,Москва,sale,flat,7,7,2,69.6,-1,0,41300000,Пресненский,Шмитовский проезд,39к3,Шелепиха,Headliner
655,Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/301156873/,Москва,sale,flat,2,7,2,75.0,-1,0,41250000,Мещанский, Гиляровского,55,Проспект Мира,Дом на Гиляровского
656,Novel Estates,real_estate_agent,https://www.cian.ru/sale/flat/301266076/,Москва,sale,flat,5,16,2,44.0,-1,0,42000000,Беговой, 1-я Ямского Поля,1к1,Белорусская,Slava
657,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301832564/,Москва,sale,flat,4,24,2,70.0,-1,0,42000000,Хорошевский,Хорошевское шоссе,25Ак2,Полежаевская,Династия
658,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/300327999/,Москва,sale,flat,10,23,2,76.3,-1,0,42000000,Хорошево-Мневники,проезд Проектируемый № 1074,1,,Остров
659,BY Moscow City,real_estate_agent,https://www.cian.ru/sale/flat/294452835/,Москва,sale,flat,16,78,2,62.0,-1,0,42000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
660,ALVO Group,real_estate_agent,https://www.cian.ru/sale/flat/300346168/,Москва,sale,flat,12,25,2,80.0,-1,0,42900000,Раменки,Мичуринский проспект,26,Раменки,
661,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300705607/,Москва,sale,flat,6,12,2,81.9,-1,0,43900000,Хорошевский,Ходынский бульвар,19,ЦСКА,Гранд-парк
662,БЕСТ на Октябрьской,real_estate_agent,https://www.cian.ru/sale/flat/293675485/,Москва,sale,flat,2,41,2,94.2,-1,0,44000000,Чертаново Северное,Северное Чертаново мкр,1А,Чертановская,Авеню 77
663,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/298609419/,Москва,sale,flat,28,29,2,55.0,-1,0,44000000,Якиманка,Мытная ,40к4,Октябрьская,Sky House
664,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301406830/,Москва,sale,flat,28,29,2,53.1,-1,0,44000000,Якиманка,Мытная ,40к4,Октябрьская,Sky House
665,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300327981/,Москва,sale,flat,11,13,2,82.0,-1,0,44900000,Раменки,Винницкая ,8к2,Раменки,Настоящее
666,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/297210375/,Москва,sale,flat,35,37,2,61.2,-1,0,44700000,Хорошево-Мневники,Шелепихинская набережная,34к2,Шелепиха,Сердце Столицы
667,Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/296779762/,Москва,sale,flat,4,14,2,70.0,-1,0,44500000,Беговой, 1-я Ямского Поля,1к1,Белорусская,Slava
668,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/301119651/,Москва,sale,flat,10,23,2,82.0,-1,0,45000000,Останкинский, Академика Королева,10,Улица Академика Королёва,Седьмое Небо
669,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/294511036/,Москва,sale,flat,4,23,2,90.6,-1,0,45000000,Хорошевский, Гризодубовой,2,ЦСКА,Гранд-парк
670,PANDA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/299568402/,Москва,sale,flat,4,23,2,70.0,-1,0,45000000,Хорошевский, Зорге,9,Полежаевская,Зорге 9
671,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301498692/,Москва,sale,flat,19,41,2,75.0,-1,0,46000000,Раменки, Василия Ланового,1к2,Аминьевская,Огни
672,Смарт Реалти,real_estate_agent,https://www.cian.ru/sale/flat/294195526/,Москва,sale,flat,13,21,2,77.9,-1,0,46000000,Хорошево-Мневники,Жилой комплекс остров,к2,Мнёвники,
673,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/301041159/,Москва,sale,flat,11,22,2,110.0,-1,0,46300000,Якиманка,Мытная ,40к4,Октябрьская,Sky House
674,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/296805987/,Москва,sale,flat,3,24,2,65.8,-1,0,46750000,Хорошевский,Хорошевское шоссе,25Ак3,Хорошёвская,Династия
675,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301357284/,Москва,sale,flat,16,23,2,83.9,-1,0,47900000,Можайский,Гжатская ,5к4,Давыдково,LIFE-Кутузовский
676,Самолет Плюс МСК-Север,real_estate_agent,https://www.cian.ru/sale/flat/300063010/,Москва,sale,flat,4,28,2,90.1,-1,0,50000000,Тимирязевский,Дмитровское шоссе,13,Тимирязевская,Дыхание
677,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301558713/,Москва,sale,flat,3,21,2,49.6,-1,0,52000000,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
678,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/294267190/,Москва,sale,flat,6,22,2,85.0,-1,0,52000000,Пресненский,Шмитовский проезд,16С2,Улица 1905 года,Шмитовский 16
679,WELHOME,real_estate_agent,https://www.cian.ru/sale/flat/301106830/,Москва,sale,flat,7,10,2,105.9,-1,0,54000000,Мещанский,проспект Мира,33к1,Проспект Мира,
680,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/292496766/,Москва,sale,flat,4,21,2,54.0,-1,0,54000000,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
681,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300460841/,Москва,sale,flat,15,21,2,89.4,-1,0,57000000,Басманный,набережная Академика Туполева,15,Бауманская,Каскад
682,MadeState,real_estate_agent,https://www.cian.ru/sale/flat/301124369/,Москва,sale,flat,69,78,2,78.2,-1,0,58000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
683,Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300005835/,Москва,sale,flat,5,8,2,73.0,-1,0,58000000,Пресненский,Тверской бульвар,17С1,Пушкинская,
684,SKOLKOVO НЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/299945249/,Москва,sale,flat,14,21,2,80.0,-1,0,59900000,Раменки,Мосфильмовская ,88к2с4,Раменки,Мосфильмовский
685,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/280614853/,Москва,sale,flat,3,15,2,58.54,-1,0,61000000,Пресненский, Костикова,4к4,Улица 1905 года,Lucky
686,FS PROPERTY,real_estate_agent,https://www.cian.ru/sale/flat/296382222/,Москва,sale,flat,4,16,2,73.0,-1,0,63000000,Замоскворечье,Мытная ,7с1,Серпуховская,Английский квартал
687,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/292267406/,Москва,sale,flat,3,6,2,49.0,-1,0,65000000,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa
688,SKOLKOVO НЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/299897012/,Москва,sale,flat,24,79,2,72.0,-1,0,68000000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
689,Eightmix Property,real_estate_agent,https://www.cian.ru/sale/flat/252209191/,Москва,sale,flat,5,13,2,92.6,-1,0,68000000,Арбат, Новый Арбат,32,Смоленская,Звёзды Арбата
690,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/297675248/,Москва,sale,flat,50,75,2,107.6,-1,0,68000000,Пресненский,1-й Красногвардейский проезд,15,Деловой центр,Меркурий Тауэр
691,GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539848/,Москва,sale,flat,5,6,2,100.0,-1,0,70000000,Замоскворечье,Большая Пионерская ,20,Павелецкая,
692,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/297672423/,Москва,sale,flat,25,76,2,105.0,-1,0,70000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
693,IZRAEV invest club,real_estate_agent,https://www.cian.ru/sale/flat/301180686/,Москва,sale,flat,15,32,2,85.0,-1,0,73199999,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
694,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/261659981/,Москва,sale,flat,4,10,2,94.0,-1,0,75000000,Аэропорт,Ленинградский проспект,36с31,Динамо,ВТБ Арена парк
695,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300931485/,Москва,sale,flat,72,79,2,78.2,-1,0,76636000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
696,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/284287625/,Москва,sale,flat,3,5,2,81.9,-1,0,77805400,Красносельский,Уланский переулок,13С1,Тургеневская,"Уланский, 13"
697,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/298978845/,Москва,sale,flat,16,18,2,123.3,-1,0,77112000,Ломоносовский, Архитектора Власова,6,Профсоюзная,Вавилово
698,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/287583404/,Москва,sale,flat,6,12,2,60.0,-1,0,78000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
699,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300981615/,Москва,sale,flat,59,77,2,85.7,-1,0,78844000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
700,NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/301776385/,Москва,sale,flat,25,85,2,116.2,-1,0,80000000,Пресненский,1-й Красногвардейский проезд,21с1,Деловой центр,МФК ОКО
701,ID 413522,realtor,https://www.cian.ru/sale/flat/301735012/,Москва,sale,flat,3,12,2,65.6,-1,0,82000000,Раменки,Мосфильмовская ,1сА,Ломоносовский проспект,Вишневый сад
702,Smolenka Estate,real_estate_agent,https://www.cian.ru/sale/flat/299672730/,Москва,sale,flat,8,9,2,60.7,-1,0,82800000,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
703,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/293596614/,Москва,sale,flat,3,12,2,66.0,-1,0,83000000,Раменки,Мосфильмовская ,1А,Ломоносовский проспект,Вишневый сад
704,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/301353911/,Москва,sale,flat,5,7,2,69.7,-1,0,83803950,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов 
705,Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/297469215/,Москва,sale,flat,8,9,2,64.2,-1,0,86028000,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
706,AIM Realty,real_estate_agent,https://www.cian.ru/sale/flat/300807297/,Москва,sale,flat,11,14,2,93.1,-1,0,86000000,Мещанский, Советской Армии,6,Достоевская,Barkli Park
707,Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/301654748/,Москва,sale,flat,5,13,2,54.4,-1,0,90000000,Хамовники, Усачева,11Б,Спортивная,Садовые кварталы
708,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/301255231/,Москва,sale,flat,3,6,2,72.0,-1,0,90960000,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов 
709,One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/299216001/,Москва,sale,flat,72,78,2,78.0,-1,0,92900000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
710,ID 109135729,realtor,https://www.cian.ru/sale/flat/301784108/,Москва,sale,flat,5,12,2,90.4,-1,0,94490000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
711,Славянский Двор Остоженка,real_estate_agent,https://www.cian.ru/sale/flat/279918609/,Москва,sale,flat,3,4,2,56.0,-1,0,95000000,Пресненский,Малая Бронная ,26С1,Тверская,Малая Бронная 26
712,Eightmix Property,real_estate_agent,https://www.cian.ru/sale/flat/295762801/,Москва,sale,flat,33,44,2,103.0,-1,0,95000000,Раменки,Минская ,2,Минская,Долина Сетунь
713,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/298736248/,Москва,sale,flat,2,8,2,77.0,-1,0,95000000,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский
714,ID 367770,real_estate_agent,https://www.cian.ru/sale/flat/297813183/,Москва,sale,flat,12,33,2,70.0,-1,0,99900000,Таганский,Котельническая набережная,1/15кБ,Китай-город,
715,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/297699610/,Москва,sale,flat,63,66,2,85.0,-1,0,100000000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS
716,САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/301734841/,Москва,sale,flat,9,14,2,99.71,-1,0,103000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
717,САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/301734838/,Москва,sale,flat,7,12,2,78.0,-1,0,104900000,Хамовники, Ефремова,10,Фрунзенская,Садовые кварталы
718,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/281705865/,Москва,sale,flat,7,12,2,77.2,-1,0,104900000,Хамовники, Ефремова,10с1к4/2,Фрунзенская,Садовые кварталы
719,Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/301734741/,Москва,sale,flat,4,12,2,107.7,-1,0,108000000,Хамовники,Малая Пироговская ,8,Спортивная,Barrin House
720,САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/301734830/,Москва,sale,flat,8,14,2,100.0,-1,0,113000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
721,ID 413522,realtor,https://www.cian.ru/sale/flat/301734988/,Москва,sale,flat,9,15,2,97.25,-1,0,125290000,Хамовники, Усачева,15,Спортивная,Садовые кварталы
722,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/297454391/,Москва,sale,flat,23,73,2,218.9,-1,0,126689434,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
723,ID 413522,realtor,https://www.cian.ru/sale/flat/301734966/,Москва,sale,flat,6,7,2,94.0,-1,0,130000000,Хамовники, Льва Толстого,23С5,Парк Культуры,Литератор
724,САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/301734832/,Москва,sale,flat,10,14,2,99.61,-1,0,130000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
725,Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/301734698/,Москва,sale,flat,8,8,2,101.61,-1,0,135000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
726,Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300006052/,Москва,sale,flat,2,5,2,103.0,-1,0,149980000,Тверской,Никольская ,10/2С2б,Лубянка,St. Nickolas
727,Ностальгия,real_estate_agent,https://www.cian.ru/sale/flat/296991138/,Москва,sale,flat,5,6,2,95.6,-1,0,160000000,Басманный,Потаповский переулок,6,Чистые пруды,Абрикосов
728,FS PROPERTY,real_estate_agent,https://www.cian.ru/sale/flat/301355208/,Москва,sale,flat,6,6,2,145.5,-1,0,165283019,Якиманка, Большая Полянка,61С2,Добрынинская,
729,САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/301734833/,Москва,sale,flat,7,14,2,95.0,-1,0,169000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
730,ID 413522,realtor,https://www.cian.ru/sale/flat/301754881/,Москва,sale,flat,7,8,2,142.8,-1,0,213700000,Якиманка,Софийская набережная,34,Новокузнецкая,Софийский
731,PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/295932608/,Москва,sale,flat,3,9,2,148.5,-1,0,230000000,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
732,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300067196/,Москва,sale,flat,4,5,2,45.0,-1,0,5600000,,,6,Подольск,
733,Доступная Недвижимость Офис Сретенский,real_estate_agent,https://www.cian.ru/sale/flat/296710894/,Москва,sale,flat,1,5,2,45.3,-1,0,7500000,,,13,Бунинская аллея,
734,Владис,real_estate_agent,https://www.cian.ru/sale/flat/301638586/,Москва,sale,flat,4,12,2,31.1,-1,0,7700000,, Уточкина,5к2,Силикатная,Алхимово
735,Елена Сенотрусова,realtor,https://www.cian.ru/sale/flat/301492005/,Москва,sale,flat,1,9,2,35.0,-1,0,7700000,,,5,Аэропорт Внуково,
736,ID 113384895,homeowner,https://www.cian.ru/sale/flat/301005919/,Москва,sale,flat,12,12,2,39.3,-1,0,7800000,Солнцево, Авиаторов,11К1,Солнцево,
737,Татьяна Ефимова,realtor,https://www.cian.ru/sale/flat/300662115/,Москва,sale,flat,1,9,2,45.6,-1,0,9250000,Марьино,Новочеркасский бульвар,11,Марьино,
738,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/296440966/,Москва,sale,flat,12,12,2,56.1,-1,0,9600000,,проспект Куприна,32к1,Бунинская аллея,Эко Бунино
739,NEWPOLIS,real_estate_agent,https://www.cian.ru/sale/flat/299181278/,Москва,sale,flat,3,7,2,60.5,-1,0,9600000,, Медовая Долина,2,Санино,Баркли Медовая долина
740,МОЯ СТОЛИЦА,real_estate_agent,https://www.cian.ru/sale/flat/296470480/,Москва,sale,flat,8,9,2,44.0,-1,0,9699999,Вешняки, Старый Гай,2К4,Новогиреево,
741,БЕСТ-Недвижимость на Баррикадной,real_estate_agent,https://www.cian.ru/sale/flat/300054601/,Москва,sale,flat,10,12,2,38.2,-1,0,9700000,Гольяново,Щелковское шоссе,21к1,Черкизовская,
742,Огни Города,real_estate_agent,https://www.cian.ru/sale/flat/301833449/,Москва,sale,flat,14,14,2,36.0,-1,0,9900000,, Стожарова,7,Кокошкино,Новое Внуково
743,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/293619176/,Москва,sale,flat,2,9,2,57.7,-1,0,9900000,,проспект Куприна,38к1,Бунинская аллея,Эко Бунино
744,ID 71274142,unknown,https://www.cian.ru/sale/flat/299078839/,Москва,sale,flat,1,9,2,38.0,-1,0,9890000,Лефортово,Юрьевская ,11,Сортировочная,
745,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298758473/,Москва,sale,flat,11,12,2,38.1,-1,0,9990000,Северное Медведково,Студеный проезд,19,Медведково,
746,Ордер,real_estate_agent,https://www.cian.ru/sale/flat/294453097/,Москва,sale,flat,9,9,2,45.0,-1,0,9950000,Вешняки, Красный Казанец,15К1,Выхино,
747,UNO-Estate,real_estate_agent,https://www.cian.ru/sale/flat/300895600/,Москва,sale,flat,2,9,2,45.0,-1,0,10000000,Орехово-Борисово Северное,Борисовский проезд,36К4,Домодедовская,
748,Владис,real_estate_agent,https://www.cian.ru/sale/flat/301265869/,Москва,sale,flat,2,12,2,47.3,-1,0,10250000,Савёлки,Зеленоград,мкр. 3-й,Зеленоград — Крюково,
749,Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/301737587/,Москва,sale,flat,1,9,2,44.1,-1,0,10300000,Рязанский, Федора Полетаева,17К1,Рязанский проспект,
750,ID 47136190,homeowner,https://www.cian.ru/sale/flat/300104026/,Москва,sale,flat,1,9,2,40.7,-1,0,10299000,Ивановское, Молостовых,11К2,Новогиреево,
751,ID 21026066,homeowner,https://www.cian.ru/sale/flat/301270092/,Москва,sale,flat,2,9,2,44.1,-1,0,10300000,Чертаново Центральное,Днепропетровская ,7К2,Южная,
752,ID 182291,real_estate_agent,https://www.cian.ru/sale/flat/299636831/,Москва,sale,flat,9,14,2,54.2,-1,0,10500000,, Харлампиева,48к1,Филатов Луг,Спортивный квартал
753,ID 97324922,homeowner,https://www.cian.ru/sale/flat/301824520/,Москва,sale,flat,3,16,2,52.5,-1,0,10500000,,,37,Коммунарка,
754,ID 116178698,homeowner,https://www.cian.ru/sale/flat/301823040/,Москва,sale,flat,4,12,2,51.4,-1,0,10500000,Капотня,5-й кв-л,1с3,Братиславская,
755,ID 13464178,unknown,https://www.cian.ru/sale/flat/301623359/,Москва,sale,flat,2,9,2,43.7,-1,0,10500000,Бирюлево Западное,Востряковский проезд,11К1,Битца,
756,АРТ,real_estate_agent,https://www.cian.ru/sale/flat/290709602/,Москва,sale,flat,5,5,2,43.2,-1,0,10600000,Метрогородок,Открытое шоссе,25К2,Бульвар Рокоссовского,
