,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
139,PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/300820560/,Москва,sale,flat,10,12,2,44.0,-1,0,10800000,Дмитровский,Клязьминская ,4,Грачёвская,
140,BERI,real_estate_agent,https://www.cian.ru/sale/flat/299518128/,Москва,sale,flat,9,9,2,56.3,-1,0,19390000,Филевский парк,Новозаводская ,2к8А,Фили,
141,Маленков недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300840758/,Москва,sale,flat,2,9,2,36.0,-1,0,14100000,Алексеевский,Маломосковская ,27,Алексеевская,
142,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/292318097/,Москва,sale,flat,2,8,2,55.1,-1,0,18000000,Академический, Вавилова,17,Ленинский проспект,
143,PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/298966070/,Москва,sale,flat,2,9,2,44.4,-1,0,12000000,Новогиреево, Алексея Дикого,20,Новогиреево,
144,GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301028122/,Москва,sale,flat,2,14,2,85.0,-1,0,40500000,Хамовники,Фрунзенская набережная,40,Фрунзенская,
145,ID 98820,realtor,https://www.cian.ru/sale/flat/301857419/,Москва,sale,flat,6,9,2,40.0,-1,0,14970000,Южное Тушино,Химкинский бульвар,1,Сходненская,
146,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301296596/,Москва,sale,flat,11,12,2,52.0,-1,0,16400000,Нагатинский затон,Коломенская ,27,Кленовый бульвар,
147,ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/301061455/,Москва,sale,flat,2,5,2,43.9,-1,0,10490000,Измайлово,Никитинская ,1К3,Измайловская,
148,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/298487950/,Москва,sale,flat,5,8,2,54.5,-1,0,20000000,Академический,Профсоюзная ,24К1,Профсоюзная,
149,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/298752564/,Москва,sale,flat,2,17,2,57.8,-1,0,16500000,Отрадное, Декабристов,20К3,Отрадное,
150,Наталья Ронжина,realtor,https://www.cian.ru/sale/flat/301614406/,Москва,sale,flat,2,8,2,42.3,-1,0,19990000,Аэропорт,Ленинградский проспект,78К2,Сокол,
151,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/297249992/,Москва,sale,flat,11,17,2,61.0,-1,0,14500000,, Лазурная,6,Коммунарка,Магистр
152,ID 75089457,unknown,https://www.cian.ru/sale/flat/300774268/,Москва,sale,flat,9,12,2,40.0,-1,0,14900000,Котловка,Нахимовский проспект,25К3,Нахимовский проспект,
153,Мария Балакина,realtor,https://www.cian.ru/sale/flat/299496399/,Москва,sale,flat,7,9,2,38.0,-1,0,15200000,Черемушки,Нахимовский проспект,37К2,Профсоюзная,
154,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301833403/,Москва,sale,flat,3,5,2,43.5,-1,0,15800000,Сокольники, Стромынка,14к2,Сокольники,
155,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300182986/,Москва,sale,flat,17,22,2,52.1,-1,0,17100000,, Родниковая,30к3,Саларьево,Румянцево-Парк
156,Владимир Фетискин,realtor,https://www.cian.ru/sale/flat/298110261/,Москва,sale,flat,4,12,2,47.9,-1,0,12300000,Черемушки,Херсонская ,33,Зюзино,
157,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300476400/,Москва,sale,flat,5,9,2,45.4,-1,0,17600000,Ломоносовский,Ленинский проспект,85,Университет,
158,BERI,real_estate_agent,https://www.cian.ru/sale/flat/296801651/,Москва,sale,flat,5,8,2,44.7,-1,0,14190000,Донской,Варшавское шоссе,18К3,Верхние котлы,
159,РЕФЕРАЛ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300011417/,Москва,sale,flat,1,5,2,45.0,-1,0,10000000,Ростокино,проспект Мира,200,Ростокино,
160,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301178078/,Москва,sale,flat,9,10,2,58.9,-1,0,20000000,Таганский,Волгоградский проспект,17,Волгоградский проспект,
161,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301571461/,Москва,sale,flat,21,24,2,54.2,-1,0,22990000,Даниловский,Автозаводская ,23Бк2,ЗИЛ,Парк Легенд
162,Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/301740105/,Москва,sale,flat,9,9,2,35.0,-1,0,14300000,Покровское-Стрешнево,Волоколамское шоссе,49,Щукинская,
163,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/286258865/,Москва,sale,flat,8,27,2,56.1,-1,0,23300000,Лефортово, Крузенштерна,12к1,Авиамоторная,Символ
164,ID 221886,realtor,https://www.cian.ru/sale/flat/301499081/,Москва,sale,flat,2,9,2,46.0,-1,0,15900000,Северное Медведково,Студеный проезд,38к1,Медведково,
165,Виктория Грудько,realtor,https://www.cian.ru/sale/flat/301173964/,Москва,sale,flat,2,9,2,45.8,-1,0,16600000,Коньково, Академика Волгина,25К2,Беляево,
166,ALFA real estate,real_estate_agent,https://www.cian.ru/sale/flat/300967746/,Москва,sale,flat,6,24,2,40.0,-1,0,15999000,Митино,Муравская ,46к3,Пятницкое шоссе,Эко-квартал Аквилон Митино
167,Ольга Медведева,realtor,https://www.cian.ru/sale/flat/299963315/,Москва,sale,flat,30,30,2,56.7,-1,0,23250000,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II
168,EuroDoma,real_estate_agent,https://www.cian.ru/sale/flat/299107562/,Москва,sale,flat,9,9,2,42.0,-1,0,16490000,Марьина роща,Трифоновская ,4,Достоевская,
169,ID 83195644,homeowner,https://www.cian.ru/sale/flat/301736088/,Москва,sale,flat,5,5,2,45.2,-1,0,11200000,Царицыно, Бехтерева,35К2,Царицыно,
170,Иван Ильин,realtor,https://www.cian.ru/sale/flat/301362138/,Москва,sale,flat,6,40,2,78.0,-1,0,30700000,Обручевский,Профсоюзная ,64к2,Новые Черёмушки,Дирижабль
171,Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/sale/flat/301314745/,Москва,sale,flat,12,17,2,53.2,-1,0,16000000,Тропарево-Никулино,Никулинская ,15К1,Озёрная,
172,VILLA PRESTIGE,real_estate_agent,https://www.cian.ru/sale/flat/301620183/,Москва,sale,flat,6,8,2,60.0,-1,0,35000000,Дорогомилово,Кутузовский проспект,19,Москва-Сити,
173,Артем Ченцов,realtor,https://www.cian.ru/sale/flat/297951633/,Москва,sale,flat,9,30,2,49.8,-1,0,27000000,Хорошево-Мневники,Шелепихинская набережная,40к3,Хорошёвская,Sydney City
174,АЛинвест,real_estate_agent,https://www.cian.ru/sale/flat/296923306/,Москва,sale,flat,17,22,2,61.0,-1,0,19300000,Бескудниковский,Бескудниковский бульвар,52к1,Яхромская,
175,Диана Мухамедова,realtor,https://www.cian.ru/sale/flat/297839099/,Москва,sale,flat,6,24,2,61.4,-1,0,28000000,Сокол, Алабяна,13к1,Панфиловская,Мономах
176,Екатерина Боброва,realtor,https://www.cian.ru/sale/flat/288702404/,Москва,sale,flat,5,14,2,68.0,-1,0,20700000,Рязанский,1-я Новокузьминская ,22К3,Рязанский проспект,
177,Владис,real_estate_agent,https://www.cian.ru/sale/flat/301297467/,Москва,sale,flat,2,16,2,56.1,-1,0,15500000,Дмитровский,Лобненская ,13К2,Лианозово,Дмитровский парк
178,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/277370296/,Москва,sale,flat,2,7,2,60.4,-1,0,50462511,Пресненский,Никитский бульвар,12,Арбатская,
179,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300812063/,Москва,sale,flat,2,3,2,77.0,-1,0,50000000,Хамовники,Саввинская набережная,5,Киевская,
180,Авеню-Мск,real_estate_agent,https://www.cian.ru/sale/flat/300929810/,Москва,sale,flat,4,5,2,42.8,-1,0,17300000,Фили-Давыдково,Минская ,15К1,Филёвский парк,
181,Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/301493797/,Москва,sale,flat,9,32,2,63.0,-1,0,52000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
182,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299018185/,Москва,sale,flat,2,5,2,105.0,-1,0,160000000,Тверской,Никольская ,10/2С2б,Лубянка,St. Nickolas
183,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301774557/,Москва,sale,flat,1,16,2,49.0,-1,0,11000000,Ховрино,Петрозаводская ,11К1,Грачёвская,
184,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298842311/,Москва,sale,flat,6,21,2,41.0,-1,0,54000000,Новое предложение в Донском е2-комн. квартира,41 м²,,,
185,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/298650795/,Москва,sale,flat,28,48,2,82.0,-1,0,55000000,Щукино,Авиационная ,77к2,Щукинская,Алые Паруса
186,Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/301380731/,Москва,sale,flat,4,9,2,45.0,-1,0,13990000,Вешняки, Красный Казанец,1К2,Вешняки,
187,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299012262/,Москва,sale,flat,3,6,2,58.0,-1,0,59990000,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa
188,ID 413522,realtor,https://www.cian.ru/sale/flat/301735009/,Москва,sale,flat,10,14,2,99.61,-1,0,91999000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
189,ID 92212531,homeowner,https://www.cian.ru/sale/flat/301023848/,Москва,sale,flat,2,17,2,58.2,-1,0,18000000,Раменки, Раменки,12,Раменки,
190,Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298842309/,Москва,sale,flat,7,21,2,41.0,-1,0,55000000,Якиманка,Донская ,14,Шаболовская,Медный 3.14
191,PANDA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/301309022/,Москва,sale,flat,9,9,2,80.0,-1,0,80000000,Хамовники,Ружейный переулок,3,Смоленская,Смоленская Застава
192,RED,real_estate_agent,https://www.cian.ru/sale/flat/301696967/,Москва,sale,flat,9,9,2,45.1,-1,0,10350000,Выхино-Жулебино,Ферганская ,24,Юго-Восточная,
193,PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/300032614/,Москва,sale,flat,2,9,2,46.0,-1,0,10700000,Текстильщики,Грайвороновская ,18К3,Текстильщики,
194,Славянский Двор Остоженка,real_estate_agent,https://www.cian.ru/sale/flat/300284866/,Москва,sale,flat,19,24,2,70.0,-1,0,42000000,Хорошевский,Хорошевское шоссе,25Ак3,Хорошёвская,Династия
195,Владимир Фетискин,realtor,https://www.cian.ru/sale/flat/299278062/,Москва,sale,flat,9,14,2,51.3,-1,0,13000000,Косино-Ухтомский, Дмитриевского,9,Лухмановская,
196,Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/301127907/,Москва,sale,flat,7,38,2,81.1,-1,0,45000000,Щукино,Авиационная ,77к2,Щукинская,Алые Паруса
197,MOD estate,real_estate_agent,https://www.cian.ru/sale/flat/301499581/,Москва,sale,flat,4,21,2,71.8,-1,0,29850000,Щукино,Щукинская ,3,Щукинская,Интонация
198,Анна Озерецковская,realtor,https://www.cian.ru/sale/flat/300666704/,Москва,sale,flat,5,9,2,42.3,-1,0,16490000,Останкинский,2-я Новоостанкинская ,15,Улица Академика Королёва,
199,NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/300555057/,Москва,sale,flat,15,32,2,64.0,-1,0,52500000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
200,Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300927335/,Москва,sale,flat,4,6,2,105.6,-1,0,98000000,Арбат, Арбат,15/43,Арбатская,
201,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301669589/,Москва,sale,flat,7,7,2,58.2,-1,0,28500000,Дорогомилово,Кутузовский проспект,22,Москва-Сити,
